Symbol,Stock Price,Predicted Short Position for Next Month,Difference,Company Name,Sector,Market Capital,Financial Results,Next Financial Statement
WBA,8.84,8.88,-0.04,"Walgreens Boots Alliance, Inc.",Healthcare,7950763008.0,USD,N/A
LVS,39.41,38.91,0.5,Las Vegas Sands Corp.,Consumer Cyclical,29472008192.0,USD,N/A
HCA,391.67,371.76,19.91,"HCA Healthcare, Inc.",Healthcare,101856641024.0,USD,N/A
AJG,296.6,283.01,13.59,Arthur J. Gallagher & Co.,Financial Services,65158152192.0,USD,N/A
DTE,124.49,121.8,2.69,DTE Energy Company,Utilities,26074169344.0,USD,N/A
C,57.33,57.83,-0.5,Citigroup Inc.,Financial Services,110022828032.0,USD,N/A
T,21.59,19.35,2.24,AT&T Inc.,Communication Services,155163983872.0,USD,N/A
CF,77.7,77.45,0.25,"CF Industries Holdings, Inc.",Basic Materials,14279610368.0,USD,N/A
MGM,35.9,35.39,0.51,MGM Resorts International,Consumer Cyclical,11090641920.0,USD,N/A
HUM,324.5,329.22,-4.72,Humana Inc.,Healthcare,38716465152.0,USD,N/A
CBOE,209.72,202.19,7.53,"Cboe Global Markets, Inc.",Financial Services,21930240000.0,USD,N/A
CFG,39.71,40.0,-0.29,"Citizens Financial Group, Inc.",Financial Services,17972346880.0,USD,N/A
APH,63.45,60.61,2.84,Amphenol Corporation,Technology,76568764416.0,USD,N/A
SYY,76.97,75.73,1.24,Sysco Corporation,Consumer Defensive,37611184128.0,USD,N/A
MSI,439.8,414.85,24.95,"Motorola Solutions, Inc.",Technology,73703677952.0,USD,N/A
FCX,41.81,40.52,1.29,Freeport-McMoRan Inc.,Basic Materials,61296447488.0,USD,N/A
ADM,59.62,58.74,0.88,Archer-Daniels-Midland Company,Consumer Defensive,28874995712.0,USD,N/A
LH,220.06,219.54,0.52,Labcorp Holdings Inc.,Healthcare,18566803456.0,USD,N/A
SOLV,68.65,58.88,9.77,Solventum Corporation,Healthcare,12089771008.0,USD,N/A
BLDR,175.72,162.62,13.1,"Builders FirstSource, Inc.",Industrials,21346019328.0,USD,N/A
LNT,58.91,56.57,2.34,Alliant Energy Corporation,Utilities,15300225024.0,USD,N/A
BAC,38.78,38.69,0.09,Bank of America Corporation,Financial Services,299907776512.0,USD,N/A
PSX,125.72,126.53,-0.81,Phillips 66,Energy,53032689664.0,USD,N/A
GPN,109.35,104.5,4.85,Global Payments Inc.,Industrials,28100022272.0,USD,N/A
HUBB,399.18,373.33,25.85,Hubbell Incorporated,Industrials,21720903680.0,USD,N/A
PPG,125.49,120.31,5.18,"PPG Industries, Inc.",Basic Materials,29624434688.0,USD,N/A
TECH,73.2,71.43,1.77,Bio-Techne Corporation,Healthcare,11846096896.0,USD,N/A
IRM,116.36,108.87,7.49,Iron Mountain Incorporated,Real Estate,34337910784.0,USD,N/A
IQV,238.4,236.84,1.56,IQVIA Holdings Inc.,Healthcare,43515011072.0,USD,N/A
ESS,310.22,287.12,23.1,"Essex Property Trust, Inc.",Real Estate,20877006848.0,USD,N/A
WBD,7.66,7.07,0.59,"Warner Bros. Discovery, Inc.",Communication Services,20816713728.0,USD,N/A
HAL,28.02,28.36,-0.34,Halliburton Company,Energy,24604444672.0,USD,N/A
STZ,251.71,239.18,12.53,"Constellation Brands, Inc.",Consumer Defensive,46029369344.0,USD,N/A
BG,96.43,95.77,0.66,Bunge Global SA,Consumer Defensive,13793974272.0,USD,N/A
PARA,10.26,10.12,0.14,Paramount Global,Communication Services,7510777344.0,USD,N/A
ADI,221.53,215.76,5.77,"Analog Devices, Inc.",Technology,111919448064.0,USD,N/A
F,10.62,10.26,0.36,Ford Motor Company,Consumer Cyclical,42495418368.0,USD,N/A
ADBE,586.55,540.73,45.82,Adobe Inc.,Technology,238048149504.0,USD,N/A
STLD,110.54,109.56,0.98,"Steel Dynamics, Inc.",Basic Materials,17411551232.0,USD,N/A
SMCI,442.13,411.64,30.49,"Super Micro Computer, Inc.",Technology,26769690624.0,USD,N/A
CPRT,49.47,49.79,-0.32,"Copart, Inc.",Industrials,48336228352.0,USD,N/A
TDG,1348.03,1256.64,91.39,TransDigm Group Incorporated,Industrials,76746932224.0,USD,N/A
TFX,242.73,233.6,9.13,Teleflex Incorporated,Healthcare,11593261056.0,USD,N/A
ULTA,373.08,334.57,38.51,"Ulta Beauty, Inc.",Consumer Cyclical,17825376256.0,USD,N/A
ARE,121.91,114.2,7.71,"Alexandria Real Estate Equities, Inc.",Real Estate,21764292608.0,USD,N/A
SYK,367.79,333.16,34.63,Stryker Corporation,Healthcare,141093027840.0,USD,N/A
KVUE,23.08,21.38,1.7,Kenvue Inc.,Consumer Defensive,44795826176.0,USD,N/A
CB,288.56,270.28,18.28,Chubb Limited,Financial Services,116684414976.0,USD,N/A
TSN,61.68,61.64,0.04,"Tyson Foods, Inc.",Consumer Defensive,21847963648.0,USD,N/A
GNRC,140.68,141.42,-0.74,Generac Holdings Inc.,Industrials,8453258752.0,USD,N/A
PEP,177.25,172.81,4.44,"PepsiCo, Inc.",Consumer Defensive,243616382976.0,USD,N/A
PEG,83.31,80.32,2.99,Public Service Enterprise Group Incorporated,Utilities,41925312512.0,USD,N/A
NOW,886.13,821.65,64.48,"ServiceNow, Inc.",Technology,180937998336.0,USD,N/A
LLY,935.02,907.13,27.89,Eli Lilly and Company,Healthcare,831732514816.0,USD,N/A
COST,915.03,869.05,45.98,Costco Wholesale Corporation,Consumer Defensive,406094872576.0,USD,N/A
REG,74.36,70.31,4.05,Regency Centers Corporation,Real Estate,13636269056.0,USD,N/A
NWS,27.17,27.31,-0.14,News Corporation,Communication Services,15082764288.0,USD,N/A
LOW,252.05,237.73,14.32,"Lowe's Companies, Inc.",Consumer Cyclical,144892559360.0,USD,N/A
MDLZ,74.38,70.71,3.67,"Mondelez International, Inc.",Consumer Defensive,100532314112.0,USD,N/A
BKNG,3870.7,3601.8,268.9,Booking Holdings Inc.,Consumer Cyclical,131837722624.0,USD,N/A
ZBRA,337.04,323.85,13.19,Zebra Technologies Corporation,Technology,17407354880.0,USD,N/A
FMC,62.0,60.8,1.2,FMC Corporation,Basic Materials,7927571968.0,USD,N/A
XEL,63.89,59.4,4.49,Xcel Energy Inc.,Utilities,35590864896.0,USD,N/A
AIZ,191.31,185.28,6.03,"Assurant, Inc.",Financial Services,9956744192.0,USD,N/A
MET,75.47,71.15,4.32,"MetLife, Inc.",Financial Services,53357764608.0,USD,N/A
FTV,73.4,69.29,4.11,Fortive Corporation,Technology,25785171968.0,USD,N/A
DLR,160.49,149.36,11.13,"Digital Realty Trust, Inc.",Real Estate,53062275072.0,USD,N/A
ACGL,110.26,99.26,11.0,Arch Capital Group Ltd.,Financial Services,42126012416.0,USD,N/A
FAST,69.82,65.64,4.18,Fastenal Company,Industrials,39982145536.0,USD,N/A
TJX,118.22,110.19,8.03,"The TJX Companies, Inc.",Consumer Cyclical,135130095616.0,USD,N/A
SNA,277.86,272.14,5.72,Snap-on Incorporated,Industrials,14774336512.0,USD,N/A
MPC,161.49,160.81,0.68,Marathon Petroleum Corporation,Energy,54747611136.0,USD,N/A
BR,210.53,208.25,2.28,"Broadridge Financial Solutions, Inc.",Technology,24736473088.0,USD,N/A
D,57.18,55.34,1.84,"Dominion Energy, Inc.",Utilities,48792633344.0,USD,N/A
MRK,115.25,113.83,1.42,"Merck & Co., Inc.",Healthcare,293683101696.0,USD,N/A
STX,100.62,97.55,3.07,Seagate Technology Holdings plc,Technology,21497344000.0,USD,N/A
NOC,518.54,504.58,13.96,Northrop Grumman Corporation,Industrials,76015222784.0,USD,N/A
BXP,78.61,69.53,9.08,"BXP, Inc.",Real Estate,14176224256.0,USD,N/A
KHC,35.2,34.39,0.81,The Kraft Heinz Company,Consumer Defensive,43031158784.0,USD,N/A
IPG,30.54,30.8,-0.26,"The Interpublic Group of Companies, Inc.",Communication Services,11586982912.0,USD,N/A
ABNB,117.36,114.77,2.59,"Airbnb, Inc.",Consumer Cyclical,74467803136.0,USD,N/A
UNP,248.89,239.15,9.74,Union Pacific Corporation,Industrials,151763402752.0,USD,N/A
ALLE,139.12,131.01,8.11,Allegion plc,Industrials,12299873280.0,USD,N/A
ABBV,194.02,192.02,2.0,AbbVie Inc.,Healthcare,343040884736.0,USD,N/A
ORCL,161.38,136.85,24.53,Oracle Corporation,Technology,448980287488.0,USD,N/A
ECL,250.69,240.85,9.84,Ecolab Inc.,Basic Materials,71288143872.0,USD,N/A
ETR,123.55,117.74,5.81,Entergy Corporation,Utilities,27175782400.0,USD,N/A
EBAY,63.18,56.26,6.92,eBay Inc.,Consumer Cyclical,31022159872.0,USD,N/A
SBUX,99.28,92.01,7.27,Starbucks Corporation,Consumer Cyclical,111699525632.0,USD,N/A
IR,89.86,87.3,2.56,Ingersoll Rand Inc.,Industrials,36729147392.0,USD,N/A
AMT,237.14,220.53,16.61,American Tower Corporation,Real Estate,111399051264.0,USD,N/A
INTU,646.37,620.66,25.71,Intuit Inc.,Technology,183678156800.0,USD,N/A
DPZ,405.84,407.61,-1.77,"Domino's Pizza, Inc.",Consumer Cyclical,14077412352.0,USD,N/A
PAYC,167.55,156.28,11.27,"Paycom Software, Inc.",Technology,9727900672.0,USD,N/A
PG,173.47,168.34,5.13,The Procter & Gamble Company,Consumer Defensive,409037537280.0,USD,N/A
CAT,339.58,331.98,7.6,Caterpillar Inc.,Industrials,167440121856.0,USD,N/A
ODFL,191.26,186.72,4.54,"Old Dominion Freight Line, Inc.",Industrials,41275744256.0,USD,N/A
MCD,292.35,272.65,19.7,McDonald's Corporation,Consumer Cyclical,212713717760.0,USD,N/A
MNST,49.91,46.69,3.22,Monster Beverage Corporation,Consumer Defensive,49786970112.0,USD,N/A
AMZN,187.0,171.51,15.49,"Amazon.com, Inc.",Consumer Cyclical,1957324390400.0,USD,N/A
GEHC,87.46,83.9,3.56,GE HealthCare Technologies Inc.,Healthcare,39688499200.0,USD,N/A
EG,379.05,366.29,12.76,"Everest Group, Ltd.",Financial Services,16562931712.0,USD,N/A
INTC,19.36,19.2,0.16,Intel Corporation,Technology,84066156544.0,USD,N/A
PNR,90.8,83.99,6.81,Pentair plc,Industrials,15141411840.0,USD,N/A
GLW,41.86,39.88,1.98,Corning Incorporated,Technology,36367290368.0,USD,N/A
BDX,235.5,233.54,1.96,"Becton, Dickinson and Company",Healthcare,67687849984.0,USD,N/A
KMI,20.94,20.91,0.03,"Kinder Morgan, Inc.",Energy,46919385088.0,USD,N/A
CSGP,77.97,73.94,4.03,"CoStar Group, Inc.",Real Estate,32322267136.0,USD,N/A
PWR,268.5,250.64,17.86,"Quanta Services, Inc.",Industrials,39711330304.0,USD,N/A
APTV,67.0,66.07,0.93,Aptiv PLC,Consumer Cyclical,16200491008.0,USD,N/A
BBWI,27.26,27.6,-0.34,"Bath & Body Works, Inc.",Consumer Cyclical,5962037248.0,USD,N/A
DXCM,68.82,69.39,-0.57,"DexCom, Inc.",Healthcare,27854534656.0,USD,N/A
EXR,177.28,167.17,10.11,Extra Space Storage Inc.,Real Estate,39235842048.0,USD,N/A
WELL,128.83,116.84,11.99,Welltower Inc.,Real Estate,79036956672.0,USD,N/A
HOLX,80.42,80.01,0.41,"Hologic, Inc.",Healthcare,18848872448.0,USD,N/A
EXPD,121.06,119.83,1.23,"Expeditors International of Washington, Inc.",Industrials,17045439488.0,USD,N/A
GM,46.12,43.96,2.16,General Motors Company,Consumer Cyclical,52037496832.0,USD,N/A
TXN,195.98,197.53,-1.55,Texas Instruments Incorporated,Technology,182545285120.0,USD,N/A
VRSK,269.37,266.51,2.86,"Verisk Analytics, Inc.",Industrials,38282149888.0,USD,N/A
FI,173.63,163.67,9.96,"Fiserv, Inc.",Technology,100688543744.0,USD,N/A
SJM,117.98,114.63,3.35,The J. M. Smucker Company,Consumer Defensive,12847460352.0,USD,N/A
TMO,614.16,604.29,9.87,Thermo Fisher Scientific Inc.,Healthcare,233464496128.0,USD,N/A
OXY,50.99,51.39,-0.4,Occidental Petroleum Corporation,Energy,46771855360.0,USD,N/A
RL,175.36,160.37,14.99,Ralph Lauren Corporation,Consumer Cyclical,11064854528.0,USD,N/A
DECK,919.13,871.78,47.35,Deckers Outdoor Corporation,Consumer Cyclical,23760689152.0,USD,N/A
CCI,119.07,110.26,8.81,Crown Castle Inc.,Real Estate,51648286720.0,USD,N/A
MMM,132.03,126.28,5.75,3M Company,Industrials,73162956800.0,USD,N/A
MOS,25.18,24.97,0.21,The Mosaic Company,Basic Materials,8408857088.0,USD,N/A
FTNT,74.49,72.06,2.43,"Fortinet, Inc.",Technology,57375752192.0,USD,N/A
HSY,198.46,192.34,6.12,The Hershey Company,Consumer Defensive,40625500160.0,USD,N/A
JNPR,38.55,38.4,0.15,"Juniper Networks, Inc.",Technology,12705691648.0,USD,N/A
DHI,188.81,175.8,13.01,"D.R. Horton, Inc.",Consumer Cyclical,63473438720.0,USD,N/A
ED,103.39,99.78,3.61,"Consolidated Edison, Inc.",Utilities,36193128448.0,USD,N/A
ES,67.5,65.19,2.31,Eversource Energy,Utilities,24291459072.0,USD,N/A
ADSK,259.47,246.09,13.38,"Autodesk, Inc.",Technology,56885751808.0,USD,N/A
GL,102.28,94.42,7.86,Globe Life Inc.,Financial Services,9323295744.0,USD,N/A
INVH,36.28,35.35,0.93,Invitation Homes Inc.,Real Estate,22678228992.0,USD,N/A
IP,47.94,45.61,2.33,International Paper Company,Consumer Cyclical,16917357568.0,USD,N/A
EXPE,132.22,130.22,2.0,"Expedia Group, Inc.",Consumer Cyclical,17674403840.0,USD,N/A
KO,71.23,68.91,2.32,The Coca-Cola Company,Consumer Defensive,307767836672.0,USD,N/A
PCAR,95.07,92.96,2.11,PACCAR Inc,Industrials,49863999488.0,USD,N/A
RVTY,120.15,116.14,4.01,"Revvity, Inc.",Healthcare,15050814464.0,USD,N/A
WDC,63.25,61.24,2.01,Western Digital Corporation,Technology,22331248640.0,USD,N/A
PYPL,70.36,65.91,4.45,"PayPal Holdings, Inc.",Financial Services,71665328128.0,USD,N/A
NEE,83.46,77.98,5.48,"NextEra Energy, Inc.",Utilities,173985382400.0,USD,N/A
UPS,128.42,126.76,1.66,"United Parcel Service, Inc.",Industrials,108990980096.0,USD,N/A
ELV,545.85,534.72,11.13,"Elevance Health, Inc.",Healthcare,127732088832.0,USD,N/A
EMR,101.47,98.84,2.63,Emerson Electric Co.,Industrials,58361159680.0,USD,N/A
MSFT,427.0,404.04,22.96,Microsoft Corporation,Technology,3200592642048.0,USD,N/A
ANSS,319.13,307.58,11.55,"ANSYS, Inc.",Technology,27833507840.0,USD,N/A
CTAS,206.02,191.4,14.62,Cintas Corporation,Industrials,83747102720.0,USD,N/A
BIO,321.93,312.81,9.12,"Bio-Rad Laboratories, Inc.",Healthcare,9094622208.0,USD,N/A
UDR,46.55,42.12,4.43,"UDR, Inc.",Real Estate,17707872256.0,USD,N/A
CTLT,59.69,59.42,0.27,"Catalent, Inc.",Healthcare,10818883584.0,USD,N/A
WEC,95.01,89.92,5.09,"WEC Energy Group, Inc.",Utilities,30296172544.0,USD,N/A
UBER,68.09,68.67,-0.58,"Uber Technologies, Inc.",Technology,152276140032.0,USD,N/A
AME,166.89,162.22,4.67,"AMETEK, Inc.",Industrials,38784593920.0,USD,N/A
IT,505.67,480.31,25.36,"Gartner, Inc.",Technology,39343501312.0,USD,N/A
DD,80.41,79.3,1.11,"DuPont de Nemours, Inc.",Basic Materials,33992441856.0,USD,N/A
ACN,349.89,322.47,27.42,Accenture plc,Technology,218971308032.0,USD,N/A
VRSN,179.97,175.76,4.21,"VeriSign, Inc.",Technology,17842255872.0,USD,N/A
EW,68.13,66.27,1.86,Edwards Lifesciences Corporation,Healthcare,41276444672.0,USD,N/A
CMG,56.35,52.17,4.18,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,76855214080.0,USD,N/A
AWK,147.13,140.84,6.29,"American Water Works Company, Inc.",Utilities,28865058816.0,USD,N/A
COO,108.86,93.31,15.55,"The Cooper Companies, Inc.",Healthcare,22012712960.0,USD,N/A
SHW,373.97,351.66,22.31,The Sherwin-Williams Company,Basic Materials,94697652224.0,USD,N/A
HPQ,33.1,33.38,-0.28,HP Inc.,Technology,32100753408.0,USD,N/A
AMAT,183.21,178.13,5.08,"Applied Materials, Inc.",Technology,155375419392.0,USD,N/A
CCL,16.92,14.99,1.93,Carnival Corporation & plc,Consumer Cyclical,22612844544.0,USD,N/A
MLM,515.33,507.96,7.37,"Martin Marietta Materials, Inc.",Basic Materials,31822450688.0,USD,N/A
AVY,218.47,210.24,8.23,Avery Dennison Corporation,Consumer Cyclical,17667502080.0,USD,N/A
EVRG,60.36,58.11,2.25,"Evergy, Inc.",Utilities,14041235456.0,USD,N/A
EA,144.75,144.51,0.24,Electronic Arts Inc.,Communication Services,38528286720.0,USD,N/A
DE,387.0,354.73,32.27,Deere & Company,Industrials,107984445440.0,USD,N/A
VLTO,109.3,108.53,0.77,Veralto Corporation,Industrials,27186601984.0,USD,N/A
SPG,163.74,157.14,6.6,"Simon Property Group, Inc.",Real Estate,61488967680.0,USD,N/A
AMD,150.77,136.7,14.07,"Advanced Micro Devices, Inc.",Technology,246510682112.0,USD,N/A
KLAC,733.28,716.14,17.14,KLA Corporation,Technology,101020385280.0,USD,N/A
NDAQ,72.57,69.37,3.2,"Nasdaq, Inc.",Financial Services,41956016128.0,USD,N/A
URI,712.63,687.39,25.24,"United Rentals, Inc.",Industrials,48244154368.0,USD,N/A
RTX,120.1,117.51,2.59,RTX Corporation,Industrials,158458200064.0,USD,N/A
NXPI,225.14,228.64,-3.5,NXP Semiconductors N.V.,Technology,58570756096.0,USD,N/A
PNC,177.6,169.91,7.69,"The PNC Financial Services Group, Inc.",Financial Services,70452191232.0,USD,N/A
KMX,76.28,76.21,0.07,"CarMax, Inc.",Consumer Cyclical,12295904256.0,USD,N/A
MTCH,34.99,34.49,0.5,"Match Group, Inc.",Communication Services,9031483392.0,USD,N/A
BIIB,197.89,198.81,-0.92,Biogen Inc.,Healthcare,28495857664.0,USD,N/A
NVDA,119.14,105.49,13.65,NVIDIA Corporation,Technology,2921523052544.0,USD,N/A
CHRW,99.46,98.42,1.04,"C.H. Robinson Worldwide, Inc.",Industrials,11736509440.0,USD,N/A
ROP,551.31,528.37,22.94,"Roper Technologies, Inc.",Technology,59156697088.0,USD,N/A
IDXX,497.04,471.82,25.22,"IDEXX Laboratories, Inc.",Healthcare,41198219264.0,USD,N/A
EXC,39.86,37.35,2.51,Exelon Corporation,Utilities,40250114048.0,USD,N/A
HES,127.64,127.5,0.14,Hess Corporation,Energy,39614349312.0,USD,N/A
HD,374.43,352.59,21.84,"The Home Depot, Inc.",Consumer Cyclical,377441386496.0,USD,N/A
ALB,88.5,74.72,13.78,Albemarle Corporation,Basic Materials,10277086208.0,USD,N/A
VLO,134.12,134.59,-0.47,Valero Energy Corporation,Energy,43014217728.0,USD,N/A
AON,348.26,330.02,18.24,Aon plc,Financial Services,75567628288.0,USD,N/A
ZTS,190.71,182.01,8.7,Zoetis Inc.,Healthcare,86573514752.0,USD,N/A
FDX,286.0,284.61,1.39,FedEx Corporation,Industrials,70152511488.0,USD,N/A
DG,83.21,84.9,-1.69,Dollar General Corporation,Consumer Defensive,18637797376.0,USD,N/A
TYL,583.17,574.07,9.1,"Tyler Technologies, Inc.",Technology,24833806336.0,USD,N/A
HIG,115.17,108.85,6.32,"The Hartford Financial Services Group, Inc.",Financial Services,33802096640.0,USD,N/A
CMS,69.31,66.31,3.0,CMS Energy Corporation,Utilities,20937914368.0,USD,N/A
CAG,31.75,30.43,1.32,"Conagra Brands, Inc.",Consumer Defensive,15353551872.0,USD,N/A
INCY,63.36,61.69,1.67,Incyte Corporation,Healthcare,12241528832.0,USD,N/A
SCHW,61.74,62.12,-0.38,The Charles Schwab Corporation,Financial Services,113638604800.0,USD,N/A
HSIC,68.17,67.48,0.69,"Henry Schein, Inc.",Healthcare,8917708800.0,USD,N/A
AZO,3104.76,3104.68,0.08,"AutoZone, Inc.",Consumer Cyclical,53355737088.0,USD,N/A
AXP,255.15,241.08,14.07,American Express Company,Financial Services,184126210048.0,USD,N/A
HPE,16.86,16.41,0.45,Hewlett Packard Enterprise Company,Technology,22272188416.0,USD,N/A
DFS,129.26,127.82,1.44,Discover Financial Services,Financial Services,32973285376.0,USD,N/A
HRL,31.62,31.22,0.4,Hormel Foods Corporation,Consumer Defensive,17591519232.0,USD,N/A
SO,88.49,86.17,2.32,The Southern Company,Utilities,97898340352.0,USD,N/A
FRT,116.26,112.31,3.95,Federal Realty Investment Trust,Real Estate,9895846912.0,USD,N/A
ZBH,105.14,105.64,-0.5,"Zimmer Biomet Holdings, Inc.",Healthcare,21640062976.0,USD,N/A
CME,217.3,206.82,10.48,CME Group Inc.,Financial Services,78137450496.0,USD,N/A
XOM,111.23,110.32,0.91,Exxon Mobil Corporation,Energy,493820542976.0,USD,N/A
AMP,435.38,412.41,22.97,"Ameriprise Financial, Inc.",Financial Services,43241324544.0,USD,N/A
CVX,139.21,138.96,0.25,Chevron Corporation,Energy,255171985408.0,USD,N/A
CMCSA,39.31,38.83,0.48,Comcast Corporation,Communication Services,153157369856.0,USD,N/A
PCG,19.67,18.54,1.13,PG&E Corporation,Utilities,51702505472.0,USD,N/A
PNW,89.22,86.13,3.09,Pinnacle West Capital Corporation,Utilities,10304608256.0,USD,N/A
ICE,161.14,155.45,5.69,"Intercontinental Exchange, Inc.",Financial Services,92643557376.0,USD,N/A
BEN,19.67,19.49,0.18,"Franklin Resources, Inc.",Financial Services,10407660544.0,USD,N/A
UHS,231.36,222.42,8.94,"Universal Health Services, Inc.",Healthcare,15514821632.0,USD,N/A
BKR,33.29,33.17,0.12,Baker Hughes Company,Energy,33414029312.0,USD,N/A
EMN,99.62,96.24,3.38,Eastman Chemical Company,Basic Materials,12048266240.0,USD,N/A
SBAC,239.85,217.55,22.3,SBA Communications Corporation,Real Estate,26110322688.0,USD,N/A
ROK,258.0,257.31,0.69,"Rockwell Automation, Inc.",Industrials,29832744960.0,USD,N/A
PTC,170.94,166.63,4.31,PTC Inc.,Technology,20690849792.0,USD,N/A
NRG,79.8,77.34,2.46,"NRG Energy, Inc.",Utilities,16725035008.0,USD,N/A
NSC,254.59,239.4,15.19,Norfolk Southern Corporation,Industrials,55574396928.0,USD,N/A
NKE,78.4,78.8,-0.4,"NIKE, Inc.",Consumer Cyclical,118464438272.0,USD,N/A
FIS,84.25,78.71,5.54,"Fidelity National Information Services, Inc.",Technology,45903925248.0,USD,N/A
FANG,170.86,171.81,-0.95,"Diamondback Energy, Inc.",Energy,50983563264.0,USD,N/A
VTR,65.0,58.74,6.26,"Ventas, Inc.",Real Estate,26879797248.0,USD,N/A
MAS,78.92,74.87,4.05,Masco Corporation,Industrials,17505751040.0,USD,N/A
RF,21.93,21.14,0.79,Regions Financial Corporation,Financial Services,20105295872.0,USD,N/A
ETSY,51.74,51.98,-0.24,"Etsy, Inc.",Consumer Cyclical,6385949184.0,USD,N/A
AMCR,10.88,10.56,0.32,Amcor plc,Consumer Cyclical,15884286976.0,USD,N/A
TAP,54.31,52.87,1.44,Molson Coors Beverage Company,Consumer Defensive,11387963392.0,USD,N/A
MAR,230.7,218.26,12.44,"Marriott International, Inc.",Consumer Cyclical,65240141824.0,USD,N/A
XYL,131.01,127.79,3.22,Xylem Inc.,Industrials,31777689600.0,USD,N/A
CMI,297.25,293.85,3.4,Cummins Inc.,Industrials,41406312448.0,USD,N/A
MTD,1373.4,1381.21,-7.81,Mettler-Toledo International Inc.,Healthcare,29347428352.0,USD,N/A
CPAY,305.81,287.64,18.17,"Corpay, Inc.",Technology,21345785856.0,USD,N/A
KR,55.2,51.89,3.31,The Kroger Co.,Consumer Defensive,40422928384.0,USD,N/A
PLD,130.29,123.65,6.64,"Prologis, Inc.",Real Estate,120349900800.0,USD,N/A
IBM,211.61,193.06,18.55,International Business Machines Corporation,Technology,197853380608.0,USD,N/A
USB,43.85,42.85,1.0,U.S. Bancorp,Financial Services,69629952000.0,USD,N/A
BSX,83.83,76.71,7.12,Boston Scientific Corporation,Healthcare,122684801024.0,USD,N/A
LKQ,39.69,39.17,0.52,LKQ Corporation,Consumer Cyclical,10804026368.0,USD,N/A
LIN,467.34,452.56,14.78,Linde plc,Basic Materials,223858180096.0,USD,N/A
ITW,248.2,240.13,8.07,Illinois Tool Works Inc.,Industrials,74744578048.0,USD,N/A
EOG,118.22,119.18,-0.96,"EOG Resources, Inc.",Energy,67873783808.0,USD,N/A
