Symbol,Company Name,Sector,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
MELI,MercadoLibre,Consumer Discretionary,106877861888,2157.64,1141.04,1649.34,2109.4
META,Meta Platforms,Communication Services,1414422331392,564.5,279.4,421.95,559.1
MCHP,Microchip Technology,Information Technology,42293047296,100.57,68.75,84.66,78.83
MU,Micron Technology,Information Technology,100793548800,157.54,63.83,110.685,89.25
MSFT,Microsoft,Information Technology,3260807643136,468.35,309.45,388.9,438.69
MRNA,Moderna,Health Care,26150598656,170.47,62.55,116.50999999999999,68.02
MDLZ,Mondelez International,Consumer Staples,99882827776,77.2,60.75,68.975,74.78
MDB,MongoDB Inc.,Information Technology,20969347072,509.62,212.74,361.18,283.86
MNST,Monster Beverage,Consumer Staples,50766311424,61.23,43.32,52.275,51.83
NFLX,Netflix,Communication Services,302273626112,715.66,344.73,530.1949999999999,704.32
NVDA,Nvidia,Information Technology,2891346345984,140.76,39.23,89.99499999999999,117.87
NXPI,NXP Semiconductors,Information Technology,60838121472,296.08,167.21,231.64499999999998,238.72
ORLY,O'Reilly Automotive,Consumer Discretionary,64676917248,1169.11,860.1,1014.605,1115.65
ODFL,Old Dominion Freight Line,Industrials,43814330368,227.8,165.49,196.645,204.52
ON,Onsemi,Information Technology,31424212992,95.67,59.34,77.505,73.35
PCAR,Paccar,Industrials,52160090112,125.5,80.94,103.22,99.52
PANW,Palo Alto Networks,Information Technology,110743068672,380.84,224.64,302.74,333.6
PAYX,Paychex,Industrials,47939219456,137.4,106.27,121.83500000000001,133.17
PYPL,PayPal,Financials,79302295552,78.245,50.25,64.2475,77.57
PDD,PDD Holdings,Consumer Discretionary,138808049664,164.69,88.01,126.35,99.98
PEP,PepsiCo,Consumer Staples,239908765696,183.41,155.83,169.62,174.66
QCOM,Qualcomm,Information Technology,193827241984,230.63,104.33,167.48,173.92
REGN,Regeneron Pharmaceuticals,Health Care,126805204992,1211.2,769.19,990.195,1150.19
ROP,Roper Technologies,Information Technology,60123226112,579.1,474.46,526.78,560.86
ROST,Ross Stores,Consumer Discretionary,51236786176,163.6,108.35,135.975,154.44
SBUX,Starbucks,Consumer Discretionary,109829332992,107.66,71.55,89.60499999999999,96.9
SMCI,Supermicro,Information Technology,26776129536,1229.0,226.59,727.795,437.2
SNPS,Synopsys,Information Technology,78964940800,629.38,440.62,535.0,514.12
TTWO,Take-Two Interactive,Communication Services,26932154368,171.59,130.34,150.965,153.66
TMUS,T-Mobile US,Communication Services,232959885312,206.31,135.82,171.065,199.64
TSLA,"Tesla, Inc.",Consumer Discretionary,778815471616,271.0,138.8,204.9,243.92
TXN,Texas Instruments,Information Technology,189492887552,214.66,139.48,177.07,207.6
TTD,Trade Desk (The),Communication Services,54142402560,111.8,60.23,86.015,110.14
VRSK,Verisk Analytics,Industrials,37861896192,287.13,215.32,251.225,265.96
VRTX,Vertex Pharmaceuticals,Health Care,123344674816,510.64,341.85,426.245,477.9
WBD,Warner Bros. Discovery,Communication Services,20643672064,12.7,6.64,9.67,8.4
WDAY,"Workday, Inc.",Information Technology,65595482112,311.28,199.81,255.545,247.43
XEL,Xcel Energy,Utilities,35752538112,64.95,46.79,55.870000000000005,64.06
ZS,Zscaler,Information Technology,26336548864,259.61,146.59,203.10000000000002,172.58
