Symbol,Company Name,Sector,Sub Industry,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
IR,Ingersoll Rand,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",39400194048,101.3,59.2,80.25,97.65
PODD,Insulet Corporation,Health Care Equipment,"Acton, Massachusetts",16669947904,243.98,125.82,184.89999999999998,237.68
INTC,Intel,Semiconductors,"Santa Clara, California",93387841536,51.28,18.51,34.895,21.14
ICE,Intercontinental Exchange,Financial Exchanges & Data,"Atlanta, Georgia",91770855424,163.71,104.49,134.1,158.87
IFF,International Flavors & Fragrances,Specialty Chemicals,"New York City, New York",26394253312,105.3,62.28,83.78999999999999,102.84
IP,International Paper,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee",17361997824,50.68,31.77,41.225,49.98
IPG,Interpublic Group of Companies (The),Advertising,"New York City, New York",11827337216,35.17,27.2,31.185000000000002,31.49
INTU,Intuit,Application Software,"Mountain View, California",183477075968,676.62,473.56,575.09,654.24
ISRG,Intuitive Surgical,Health Care Equipment,"Sunnyvale, California",174187954176,496.18,254.85,375.515,490.01
IVZ,Invesco,Asset Management & Custody Banks,"Atlanta, Georgia",7808057856,18.28,12.48,15.38,17.35
INVH,Invitation Homes,Single-Family Residential REITs,"Dallas, Texas",22077888512,37.8,28.49,33.144999999999996,36.04
IQV,IQVIA,Life Sciences Tools & Services,"Durham, North Carolina",44594143232,261.73,167.42,214.575,244.62
IRM,Iron Mountain,Other Specialized REITs,"Boston, Massachusetts",33839241216,118.47,56.51,87.49,114.13
JBHT,J.B. Hunt,Cargo Ground Transportation,"Lowell, Arkansas",17829201920,219.51,153.12,186.315,174.82
JBL,Jabil,Electronic Manufacturing Services,"St. Petersburg, Florida",12928192512,156.94,95.85,126.395,110.86
JKHY,Jack Henry & Associates,Transaction & Payment Processing Services,"Monett, Missouri",12804153344,178.37,136.57,157.47,175.6
J,Jacobs Solutions,Construction & Engineering,"Dallas, Texas",18570188800,154.5,120.71,137.605,149.46
JNJ,Johnson & Johnson,Pharmaceuticals,"New Brunswick, New Jersey",396761595904,168.85,143.13,155.99,164.82
JCI,Johnson Controls,Building Products,"Cork, Ireland",49586610176,75.36,47.9,61.629999999999995,74.23
JPM,JPMorgan Chase,Diversified Banks,"New York City, New York",600584814592,225.48,135.19,180.33499999999998,210.48
JNPR,Juniper Networks,Communications Equipment,"Sunnyvale, California",12824202240,39.13,24.87,32.0,38.96
K,Kellanova,Packaged Foods & Meats,"Chicago, Illinois",27794356224,80.97,47.63,64.3,80.65
KVUE,Kenvue,Personal Care Products,"Skillman, New Jersey",44087214080,23.55,17.67,20.61,22.9
KDP,Keurig Dr Pepper,Soft Drinks & Non-alcoholic Beverages,"Burlington, Massachusetts",50853072896,37.84,27.66,32.75,37.5
KEY,KeyCorp,Regional Banks,"Cleveland, Ohio",16093537280,17.39,9.5,13.445,17.34
KEYS,Keysight,Electronic Equipment & Instruments,"Santa Rosa, California",26965231616,162.51,118.57,140.54,155.38
KMB,Kimberly-Clark,Household Products,"Irving, Texas",47405162496,149.31,116.32,132.815,140.1
KIM,Kimco Realty,Retail REITs,"Jericho, New York",15666362368,24.25,16.34,20.295,23.24
KMI,Kinder Morgan,Oil & Gas Storage & Transportation,"Houston, Texas",48362037248,21.875,15.89,18.8825,21.59
KKR,KKR,Asset Management & Custody Banks,"New York City, New York",122442768384,133.84,53.72,93.78,132.8
KLAC,KLA Corporation,Semiconductor Materials & Equipment,"Milpitas, California",103813709824,896.32,440.15,668.235,772.43
KHC,Kraft Heinz,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",42299498496,38.96,30.68,34.82,34.99
KR,Kroger,Food Retail,"Cincinnati, Ohio",40046968832,58.34,42.1,50.22,54.83
LHX,L3Harris,Aerospace & Defense,"Melbourne, Florida",44241100800,245.6,160.25,202.925,230.46
LH,LabCorp,Health Care Services,"Burlington, North Carolina",18857322496,238.47,191.97,215.22,224.59
LRCX,Lam Research,Semiconductor Materials & Equipment,"Fremont, California",102501023744,1130.0,574.42,852.21,789.07
LW,Lamb Weston,Packaged Foods & Meats,"Eagle, Idaho",9426305024,111.875,52.99,82.4325,65.61
LVS,Las Vegas Sands,Casinos & Gaming,"Las Vegas, Nevada",31003783168,55.66,36.62,46.14,42.1
LDOS,Leidos,Diversified Support Services,"Reston, Virginia",21158180864,159.1,89.22,124.16,156.09
LEN,Lennar,Homebuilding,"Miami, Florida",52327702528,193.8,102.9,148.35000000000002,192.45
LLY,Lilly (Eli),Pharmaceuticals,"Indianapolis, Indiana",829733535744,972.53,516.57,744.55,915.04
LIN,Linde plc,Industrial Gases,"Guildford, United Kingdom",225338441728,479.79,361.02,420.405,469.17
LYV,Live Nation Entertainment,Movies & Entertainment,"Beverly Hills, California",24214136832,107.24,76.48,91.86,104.32
LKQ,LKQ Corporation,Distributors,"Chicago, Illinois",10722599936,53.68,35.57,44.625,40.77
LMT,Lockheed Martin,Aerospace & Defense,"Bethesda, Maryland",136321703936,578.73,393.77,486.25,565.18
L,Loews Corporation,Multi-line Insurance,"New York City, New York",17395904512,83.54,61.43,72.485,79.25
LOW,Lowe's,Home Improvement Retail,"Mooresville, North Carolina",148063895552,262.49,181.85,222.17000000000002,261.0
LULU,Lululemon Athletica,"Apparel, Accessories & Luxury Goods","Vancouver, Canada",33246687232,516.39,226.01,371.2,270.76
LYB,LyondellBasell,Specialty Chemicals,"Rotterdam, Netherlands",31237830656,107.02,88.46,97.74,96.09
MTB,M&T Bank,Regional Banks,"Buffalo, New York",30036795392,180.19,108.53,144.36,179.86
MRO,Marathon Oil,Oil & Gas Exploration & Production,"Houston, Texas",15623566336,30.06,21.81,25.935,27.89
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,"Findlay, Ohio",55674617856,221.11,139.32,180.215,166.35
MKTX,MarketAxess,Financial Exchanges & Data,"New York City, New York",9789071360,297.97,192.42,245.195,259.33
MAR,Marriott International,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",68820959232,260.57,180.75,220.66,244.46
MMC,Marsh McLennan,Insurance Brokers,"New York City, New York",110453374976,232.32,184.02,208.17000000000002,224.61
MLM,Martin Marietta Materials,Construction Materials,"Raleigh, North Carolina",33535539200,626.67,389.9,508.28499999999997,548.71
MAS,Masco,Building Products,"Livonia, Michigan",18167001088,83.56,47.66,65.61,83.24
MA,Mastercard,Transaction & Payment Processing Services,"Harrison, New York",455459766272,501.8,359.77,430.78499999999997,493.01
MTCH,Match Group,Interactive Media & Services,"Dallas, Texas",9500835840,42.425,27.655,35.04,36.84
MKC,McCormick & Company,Packaged Foods & Meats,"Hunt Valley, Maryland",22378336256,85.49,59.13,72.31,83.34
MCD,McDonald's,Restaurants,"Chicago, Illinois",212928905216,302.39,243.53,272.96,293.85
MCK,McKesson Corporation,Health Care Distributors,"Irving, Texas",65896742912,637.51,431.35,534.4300000000001,508.16
MDT,Medtronic,Health Care Equipment,"Dublin, Ireland",114754543616,91.49,68.84,80.16499999999999,89.47
MRK,Merck & Co.,Pharmaceuticals,"Kenilworth, New Jersey",297156018176,134.63,99.14,116.88499999999999,117.23
META,Meta Platforms,Interactive Media & Services,"Menlo Park, California",1414422331392,564.5,279.4,421.95,559.1
MET,MetLife,Life & Health Insurance,"New York City, New York",56789360640,81.39,57.91,69.65,81.09
MTD,Mettler Toledo,Life Sciences Tools & Services,"Columbus, Ohio",30620012544,1546.93,928.5,1237.7150000000001,1443.03
MGM,MGM Resorts,Casinos & Gaming,"Paradise, Nevada",11467303936,48.25,33.44,40.845,37.75
MCHP,Microchip Technology,Semiconductors,"Chandler, Arizona",42293047296,100.57,68.75,84.66,78.83
MU,Micron Technology,Semiconductors,"Boise, Idaho",100793548800,157.54,63.83,110.685,89.25
MSFT,Microsoft,Systems Software,"Redmond, Washington",3260807643136,468.35,309.45,388.9,438.69
MAA,Mid-America Apartment Communities,Multi-Family Residential REITs,"Memphis, Tennessee",19736291328,167.39,115.56,141.475,164.51
MRNA,Moderna,Biotechnology,"Cambridge, Massachusetts",26150598656,170.47,62.55,116.50999999999999,68.02
MHK,Mohawk Industries,Home Furnishings,"Calhoun, Georgia",9983235072,164.06,76.02,120.03999999999999,158.17
MOH,Molina Healthcare,Managed Health Care,"Long Beach, California",20593213440,423.92,282.96,353.44,349.91
TAP,Molson Coors Beverage Company,Brewers,"Chicago, Illinois",11465732096,69.18,49.19,59.185,55.32
MDLZ,Mondelez International,Packaged Foods & Meats,"Chicago, Illinois",99882827776,77.2,60.75,68.975,74.78
MPWR,Monolithic Power Systems,Semiconductors,"Kirkland, Washington",44425883648,959.64,392.1,675.87,911.12
MNST,Monster Beverage,Soft Drinks & Non-alcoholic Beverages,"Corona, California",50766311424,61.23,43.32,52.275,51.83
MCO,Moody's Corporation,Financial Exchanges & Data,"New York City, New York",90069671936,495.1,298.86,396.98,490.11
MS,Morgan Stanley,Investment Banking & Brokerage,"New York City, New York",165782110208,109.11,69.42,89.265,100.73
MOS,Mosaic Company (The),Fertilizers & Agricultural Chemicals,"Tampa, Florida",8517179904,38.3,24.12,31.21,26.73
MSI,Motorola Solutions,Communications Equipment,"Chicago, Illinois",73838821376,448.98,269.65,359.315,438.81
MSCI,MSCI,Financial Exchanges & Data,"New York City, New York",43647516672,617.39,439.95,528.67,555.31
NDAQ,"Nasdaq, Inc.",Financial Exchanges & Data,"New York City, New York",42717569024,74.65,46.88,60.765,74.29
NTAP,NetApp,"Technology Hardware, Storage & Peripherals","San Jose, California",25028579328,135.01,70.82,102.91499999999999,120.08
NFLX,Netflix,Movies & Entertainment,"Los Gatos, California",302273626112,715.66,344.73,530.1949999999999,704.32
NEM,Newmont,Gold,"Denver, Colorado",62500515840,54.93,29.42,42.175,53.52
NWSA,News Corp (Class A),Publishing,"New York City, New York",15324559360,28.62,19.25,23.935000000000002,26.54
NWS,News Corp (Class B),Publishing,"New York City, New York",15324562432,29.59,20.01,24.8,27.88
NEE,NextEra Energy,Multi-Utilities,"Juno Beach, Florida",170100768768,85.56,47.15,66.355,82.29
NKE,"Nike, Inc.","Apparel, Accessories & Luxury Goods","Washington County, Oregon",121417842688,123.39,70.75,97.07,80.98
NI,NiSource,Multi-Utilities,"Merrillville, Indiana",15285222400,34.49,22.86,28.675,33.83
NDSN,Nordson Corporation,Industrial Machinery & Supplies & Components,"Westlake, Ohio",14873861120,279.38,208.91,244.14499999999998,260.03
NSC,Norfolk Southern Railway,Rail Transportation,"Atlanta, Georgia",56944594944,263.66,183.09,223.375,251.86
NTRS,Northern Trust,Asset Management & Custody Banks,"Chicago, Illinois",18685843456,92.81,62.44,77.625,92.62
NOC,Northrop Grumman,Aerospace & Defense,"West Falls Church, Virginia",76797632512,528.76,414.56,471.65999999999997,522.26
NCLH,Norwegian Cruise Line Holdings,"Hotels, Resorts & Cruise Lines","Miami, Florida",9185144832,21.73,12.71,17.22,20.21
NRG,NRG Energy,Independent Power Producers & Energy Traders,"Houston, Texas",17973633024,87.58,36.61,62.095,81.83
NUE,Nucor,Steel,"Charlotte, North Carolina",35363418112,203.0,133.42,168.20999999999998,149.0
NVDA,Nvidia,Semiconductors,"Santa Clara, California",2891346345984,140.76,39.23,89.99499999999999,117.87
NVR,"NVR, Inc.",Homebuilding,"Reston, Virginia",29728483328,9696.86,5210.49,7453.675,9659.65
NXPI,NXP Semiconductors,Semiconductors,"Eindhoven, Netherlands",60838121472,296.08,167.21,231.64499999999998,238.72
ORLY,O'Reilly Auto Parts,Automotive Retail,"Springfield, Missouri",64676917248,1169.11,860.1,1014.605,1115.65
OXY,Occidental Petroleum,Oil & Gas Exploration & Production,"Houston, Texas",47669760000,71.19,49.91,60.55,52.03
ODFL,Old Dominion,Cargo Ground Transportation,"Thomasville, North Carolina",43814330368,227.8,165.49,196.645,204.52
OMC,Omnicom Group,Advertising,"New York City, New York",20327929856,104.8,72.2,88.5,103.2
ON,ON Semiconductor,Semiconductors,"Phoenix, Arizona",31424212992,95.67,59.34,77.505,73.35
OKE,ONEOK,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",54885433344,95.28,60.58,77.93,93.77
ORCL,Oracle Corporation,Application Software,"Austin, Texas",465522982912,173.99,99.26,136.625,167.59
OTIS,Otis Worldwide,Industrial Machinery & Supplies & Components,"Farmington, Connecticut",38261014528,100.84,73.32,87.08,96.38
PCAR,Paccar,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington",52160090112,125.5,80.94,103.22,99.52
PKG,Packaging Corporation of America,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois",19368810496,217.69,143.82,180.755,215.66
PANW,Palo Alto Networks,Systems Software,"Santa Clara, California",110743068672,380.84,224.64,302.74,333.6
PARA,Paramount Global,Movies & Entertainment,"New York City, New York",7438660096,17.5,9.54,13.52,10.46
PH,Parker Hannifin,Industrial Machinery & Supplies & Components,"Cleveland, Ohio",80507502592,627.3,362.49,494.895,626.05
PAYX,Paychex,Human Resource & Employment Services,"Penfield, New York",47939219456,137.4,106.27,121.83500000000001,133.17
PAYC,Paycom,Human Resource & Employment Services,"Oklahoma City, Oklahoma",9931785216,279.96,139.5,209.73,172.93
PYPL,PayPal,Transaction & Payment Processing Services,"San Jose, California",79302295552,78.245,50.25,64.2475,77.57
PNR,Pentair,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom",15765335040,95.87,57.18,76.525,95.26
PEP,PepsiCo,Soft Drinks & Non-alcoholic Beverages,"Purchase, New York",239908765696,183.41,155.83,169.62,174.66
PFE,Pfizer,Pharmaceuticals,"New York City, New York",168074100736,34.11,25.2,29.655,29.66
PCG,PG&E Corporation,Multi-Utilities,"Oakland, California",52513214464,20.65,14.71,17.68,19.6
PM,Philip Morris International,Tobacco,"New York City, New York",187804286976,128.22,87.23,107.725,119.74
PSX,Phillips 66,Oil & Gas Refining & Marketing,"Houston, Texas",55481335808,174.08,107.85,140.965,132.55
PNW,Pinnacle West,Multi-Utilities,"Phoenix, Arizona",10256890880,91.57,65.2,78.38499999999999,89.02
PNC,PNC Financial Services,Regional Banks,"Pittsburgh, Pennsylvania",74411311104,187.78,109.4,148.59,187.2
POOL,Pool Corporation,Distributors,"Covington, Louisiana",14232655872,422.73,293.51,358.12,372.09
PPG,PPG Industries,Specialty Chemicals,"Pittsburgh, Pennsylvania",30149378048,151.16,118.07,134.615,129.23
PPL,PPL Corporation,Electric Utilities,"Allentown, Pennsylvania",23948109824,32.82,22.2,27.509999999999998,31.79
PFG,Principal Financial Group,Life & Health Insurance,"Des Moines, Iowa",19828217856,88.26,66.21,77.235,85.62
PG,Procter & Gamble,Personal Care Products,"Cincinnati, Ohio",409366495232,177.94,141.45,159.695,171.54
PGR,Progressive Corporation,Property & Casualty Insurance,"Mayfield Village, Ohio",151862263808,260.46,137.59,199.02499999999998,255.3
PLD,Prologis,Industrial REITs,"San Francisco, California",118979559424,137.52,96.64,117.08000000000001,128.5
PRU,Prudential Financial,Life & Health Insurance,"Newark, New Jersey",43482562560,128.53,87.95,108.24000000000001,121.8
PEG,Public Service Enterprise Group,Electric Utilities,"Newark, New Jersey",43220533248,86.83,53.71,70.27,83.44
PTC,PTC,Application Software,"Boston, Massachusetts",21518548992,194.24,134.61,164.425,179.13
PSA,Public Storage,Self-Storage REITs,"Glendale, California",63307509760,366.29,233.18,299.735,358.62
PHM,PulteGroup,Homebuilding,"Atlanta, Georgia",30086803456,145.84,68.8,107.32,144.98
QRVO,Qorvo,Semiconductors,"Greensboro, North Carolina",9786823680,130.99,80.62,105.805,103.17
PWR,Quanta Services,Construction & Engineering,"Houston, Texas",42856824832,293.8,153.74,223.77,289.73
QCOM,Qualcomm,Semiconductors,"San Diego, California",193827241984,230.63,104.33,167.48,173.92
DGX,Quest Diagnostics,Health Care Services,"Secaucus, New Jersey",17267523584,159.36,119.59,139.47500000000002,155.12
RL,Ralph Lauren Corporation,"Apparel, Accessories & Luxury Goods","New York City, New York",11443911680,192.03,108.6,150.315,184.76
RJF,Raymond James,Investment Banking & Brokerage,"St. Petersburg, Florida",25600774144,131.19,91.67,111.43,124.11
RTX,RTX Corporation,Aerospace & Defense,"Waltham, Massachusetts",158058708992,123.7,68.56,96.13,118.82
O,Realty Income,Retail REITs,"San Diego, California",53671591936,63.39,45.04,54.215,60.7
REG,Regency Centers,Retail REITs,"Jacksonville, Florida",13176138752,75.26,56.29,65.775,72.13
REGN,Regeneron,Biotechnology,"Tarrytown, New York",126805204992,1211.2,769.19,990.195,1150.19
RF,Regions Financial Corporation,Regional Banks,"Birmingham, Alabama",21377329152,23.47,13.72,18.595,23.36
RSG,Republic Services,Environmental & Facilities Services,"Phoenix, Arizona",63250153472,208.69,140.23,174.45999999999998,200.91
RMD,ResMed,Health Care Equipment,"San Diego, California",35989524480,255.18,132.24,193.71,242.98
RVTY,Revvity,Health Care Equipment,"Waltham, Massachusetts",15599656960,128.15,79.5,103.825,126.48
ROK,Rockwell Automation,Electrical Components & Equipment,"Milwaukee, Wisconsin",30435330048,312.76,242.81,277.78499999999997,268.23
ROL,"Rollins, Inc.",Environmental & Facilities Services,"Atlanta, Georgia",24288346112,51.96,32.19,42.075,50.1
ROP,Roper Technologies,Electronic Equipment & Instruments,"Sarasota, Florida",60123226112,579.1,474.46,526.78,560.86
ROST,Ross Stores,Apparel Retail,"Dublin, California",51236786176,163.6,108.35,135.975,154.44
RCL,Royal Caribbean Group,"Hotels, Resorts & Cruise Lines","Miami, Florida",44803952640,174.48,78.35,126.41499999999999,171.16
SPGI,S&P Global,Financial Exchanges & Data,"New York City, New York",164080992256,528.02,340.49,434.255,524.22
CRM,Salesforce,Application Software,"San Francisco, California",255060787200,318.71,193.68,256.195,265.99
SBAC,SBA Communications,Telecom Tower REITs,"Boca Raton, Florida",25736318976,258.76,183.64,221.2,238.29
SLB,Schlumberger,Oil & Gas Equipment & Services,"Houston, Texas",60698038272,61.41,38.66,50.035,42.75
STX,Seagate Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",22046722048,113.57,63.32,88.445,104.12
SRE,Sempra,Multi-Utilities,"San Diego, California",52665081856,84.29,63.75,74.02000000000001,82.51
NOW,ServiceNow,Systems Software,"Santa Clara, California",192962101248,940.12,527.24,733.6800000000001,919.25
SHW,Sherwin-Williams,Specialty Chemicals,"Cleveland, Ohio",95794700288,382.83,232.06,307.445,379.75
SPG,Simon Property Group,Retail REITs,"Indianapolis, Indiana",62628462592,169.19,102.11,135.65,167.06
SWKS,Skyworks Solutions,Semiconductors,"Irvine, California",15883751424,120.86,85.06,102.96000000000001,99.46
SJM,J.M. Smucker Company (The),Packaged Foods & Meats,"Orrville, Ohio",12694255616,134.62,105.69,120.155,119.3
SW,Smurfit WestRock,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",25457225728,49.5,38.55,44.025,49.02
SNA,Snap-on,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",15073042432,298.49,249.84,274.165,286.11
SOLV,Solventum,Health Care Technology,"Saint Paul, Minnesota",12493908992,73.4,47.16,60.28,72.34
SO,Southern Company,Electric Utilities,"Atlanta, Georgia",98182922240,90.34,61.56,75.95,88.86
LUV,Southwest Airlines,Passenger Airlines,"Dallas, Texas",17399519232,35.18,21.91,28.545,28.94
SWK,Stanley Black & Decker,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",16630715392,108.37,76.26,92.315,108.02
SBUX,Starbucks,Restaurants,"Seattle, Washington",109829332992,107.66,71.55,89.60499999999999,96.9
STT,State Street Corporation,Asset Management & Custody Banks,"Boston, Massachusetts",26669740032,89.42,62.78,76.1,89.31
STLD,Steel Dynamics,Steel,"Fort Wayne, Indiana",18490130432,151.34,98.25,124.795,120.09
STE,Steris,Health Care Equipment,"Dublin, Ireland",23614771200,248.24,195.47,221.85500000000002,239.46
SYK,Stryker Corporation,Health Care Equipment,"Kalamazoo, Michigan",139111546880,374.63,249.98,312.305,365.05
SMCI,Supermicro,"Technology Hardware, Storage & Peripherals","San Jose, California",26776129536,1229.0,226.59,727.795,437.2
SYF,Synchrony Financial,Consumer Finance,"Stamford, Connecticut",20168421376,52.67,27.295,39.9825,51.03
SNPS,Synopsys,Application Software,"Sunnyvale, California",78964940800,629.38,440.62,535.0,514.12
SYY,Sysco,Food Distributors,"Houston, Texas",36957466624,82.89,62.24,72.565,74.14
TMUS,T-Mobile US,Wireless Telecommunication Services,"Bellevue, Washington",232959885312,206.31,135.82,171.065,199.64
TROW,T. Rowe Price,Asset Management & Custody Banks,"Baltimore, Maryland",24619407360,122.27,87.43,104.85,110.55
TTWO,Take-Two Interactive,Interactive Home Entertainment,"New York City, New York",26932154368,171.59,130.34,150.965,153.66
TPR,"Tapestry, Inc.","Apparel, Accessories & Luxury Goods","New York City, New York",9858062336,48.8,25.99,37.394999999999996,42.82
TRGP,Targa Resources,Oil & Gas Storage & Transportation,"Houston, Texas",33481996288,154.87,77.97,116.42,152.21
TGT,Target Corporation,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",72090910720,181.86,102.93,142.395,156.49
TEL,TE Connectivity,Electronic Manufacturing Services,"Schaffhausen, Switzerland",45399416832,159.98,115.0,137.49,149.38
TDY,Teledyne Technologies,Electronic Equipment & Instruments,"Thousand Oaks, California",20426438656,448.19,355.41,401.8,436.61
TFX,Teleflex,Health Care Equipment,"Wayne, Pennsylvania",11575834624,257.85,177.63,217.74,245.68
TER,Teradyne,Semiconductor Materials & Equipment,"North Reading, Massachusetts",21844387840,163.21,81.08,122.14500000000001,133.82
TSLA,"Tesla, Inc.",Automobile Manufacturers,"Austin, Texas",778815471616,271.0,138.8,204.9,243.92
TXN,Texas Instruments,Semiconductors,"Dallas, Texas",189492887552,214.66,139.48,177.07,207.6
TXT,Textron,Aerospace & Defense,"Providence, Rhode Island",16664044544,97.34,74.13,85.735,88.94
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,"Waltham, Massachusetts",236932825088,627.88,415.6,521.74,620.25
TJX,TJX Companies,Apparel Retail,"Framingham, Massachusetts",133416574976,121.13,86.71,103.91999999999999,118.29
TSCO,Tractor Supply,Other Specialty Retail,"Brentwood, Tennessee",29652111360,290.38,185.0,237.69,273.97
TT,Trane Technologies,Building Products,"Dublin, Ireland",86867148800,387.71,184.02,285.865,381.39
TDG,TransDigm Group,Aerospace & Defense,"Cleveland, Ohio",79006539776,1419.99,802.46,1111.225,1389.85
TRV,Travelers Companies (The),Property & Casualty Insurance,"New York City, New York",54368382976,243.48,157.33,200.405,237.58
TRMB,Trimble Inc.,Electronic Equipment & Instruments,"Westminster, Colorado",14698784768,65.55,39.57,52.56,60.2
TFC,Truist,Regional Banks,"Charlotte, North Carolina",56672403456,45.31,26.57,35.94,42.93
TYL,Tyler Technologies,Application Software,"Plano, Texas",24760809472,598.93,361.16,480.04499999999996,580.25
TSN,Tyson Foods,Packaged Foods & Meats,"Springdale, Arkansas",21944002560,66.88,44.94,55.91,61.67
USB,U.S. Bank,Diversified Banks,"Minneapolis, Minnesota",72517279744,47.31,30.47,38.89,46.47
UBER,Uber,Passenger Ground Transportation,"San Francisco, California",158158405632,82.14,40.09,61.115,75.28
UDR,"UDR, Inc.",Multi-Family Residential REITs,"Highlands Ranch, Colorado",17339660288,47.55,30.95,39.25,46.15
ULTA,Ulta Beauty,Other Specialty Retail,"Bolingbrook, Illinois",19001364480,574.76,318.17,446.46500000000003,403.29
UNP,Union Pacific Corporation,Rail Transportation,"Omaha, Nebraska",151348953088,258.66,199.33,228.995,248.44
UAL,United Airlines Holdings,Passenger Airlines,"Chicago, Illinois",17303275520,56.18,33.68,44.93,52.59
UPS,United Parcel Service,Air Freight & Logistics,"Sandy Springs, Georgia",113179574272,163.82,123.12,143.47,132.13
URI,United Rentals,Trading Companies & Distributors,"Stamford, Connecticut",52507938816,801.39,387.01,594.2,793.94
UNH,UnitedHealth Group,Managed Health Care,"Minnetonka, Minnesota",532876656640,607.94,436.38,522.1600000000001,577.07
UHS,Universal Health Services,Health Care Facilities,"King of Prussia, Pennsylvania",15863724032,241.95,119.9,180.925,237.79
VLO,Valero Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",44433518592,184.79,119.88,152.33499999999998,138.69
VTR,Ventas,Health Care REITs,"Chicago, Illinois",25796943872,65.65,39.33,52.49,62.2
VLTO,Veralto,Environmental & Facilities Services,"Waltham, Massachusetts",27050694656,112.77,65.51,89.14,109.47
VRSN,Verisign,Internet Services & Infrastructure,"Dulles, Virginia",17810083840,220.91,167.05,193.98000000000002,182.42
VRSK,Verisk,Research & Consulting Services,"Jersey City, New Jersey",37861896192,287.13,215.32,251.225,265.96
VZ,Verizon,Integrated Telecommunication Services,"New York City, New York",186608041984,45.05,30.14,37.595,43.94
VRTX,Vertex Pharmaceuticals,Biotechnology,"Boston, Massachusetts",123344674816,510.64,341.85,426.245,477.9
VTRS,Viatris,Pharmaceuticals,"Pittsburgh, Pennsylvania",14202874880,13.62,8.74,11.18,11.9
VICI,Vici Properties,Hotel & Resort REITs,"New York City, New York",34629910528,34.29,26.625,30.4575,32.81
V,Visa Inc.,Transaction & Payment Processing Services,"San Francisco, California",555042340864,293.07,227.78,260.425,285.24
VST,Vistra,Electric Utilities,"Irving, Texas",37063360512,108.26,31.16,69.71000000000001,92.5205
VMC,Vulcan Materials Company,Construction Materials,"Birmingham, Alabama",33499713536,278.79,190.51,234.65,253.67
WRB,W. R. Berkley Corporation,Property & Casualty Insurance,"Greenwich, Connecticut",21889255424,61.28,41.373333,51.3266665,57.52
GWW,W. W. Grainger,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",50398863360,1037.23,674.41,855.8199999999999,1030.1
WAB,Wabtec,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania",31396298752,179.27,98.7,138.985,178.24
WBA,Walgreens Boots Alliance,Drug Retail,"Deerfield, Illinois",7774232064,27.05,8.46,17.755000000000003,8.98
WMT,Walmart,Consumer Staples Merchandise Retail,"Bentonville, Arkansas",635504033792,81.02,49.84667,65.433335,78.04
DIS,Walt Disney Company (The),Movies & Entertainment,"Burbank, California",170024058880,123.74,78.73,101.235,93.45
WBD,Warner Bros. Discovery,Broadcasting,"New York City, New York",20643672064,12.7,6.64,9.67,8.4
WM,Waste Management,Environmental & Facilities Services,"Houston, Texas",82125144064,225.0,149.71,187.35500000000002,204.64
WAT,Waters Corporation,Life Sciences Tools & Services,"Milford, Massachusetts",20091049984,367.21,231.9,299.555,338.45
WEC,WEC Energy Group,Electric Utilities,"Milwaukee, Wisconsin",29939003392,96.65,75.13,85.89,93.78
WFC,Wells Fargo,Diversified Banks,"San Francisco, California",191598215168,62.55,38.39,50.47,55.8
WELL,Welltower,Health Care REITs,"Toledo, Ohio",76381003776,131.31,78.38,104.845,125.39
WST,West Pharmaceutical Services,Health Care Supplies,"Exton, Pennsylvania",22574946304,413.7,265.0,339.35,311.2
WDC,Western Digital,"Technology Hardware, Storage & Peripherals","San Jose, California",22925420544,81.55,35.62,58.584999999999994,65.97
WY,Weyerhaeuser,Timber REITs,"Seattle, Washington",24430503936,36.27,26.73,31.5,33.59
WMB,Williams Companies,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",55315046400,45.82,32.49,39.155,44.89
WTW,Willis Towers Watson,Insurance Brokers,"London, United Kingdom",29330386944,296.45,203.36,249.905,288.81
WYNN,Wynn Resorts,Casinos & Gaming,"Paradise, Nevada",8900418560,110.38,71.63,91.005,80.18
XEL,Xcel Energy,Multi-Utilities,"Minneapolis, Minnesota",35752538112,64.95,46.79,55.870000000000005,64.06
XYL,Xylem Inc.,Industrial Machinery & Supplies & Components,"White Plains, New York",33106233344,146.08,87.59,116.83500000000001,136.3
