Symbol,Company Name,Sector,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
TGS,Transportadora de Gas del Sur S.A.,Energy,5125582848,32.84,11.81,20.49635,29.27
WS,"Worthington Steel, Inc.",Basic Materials,1553766144,47.19,23.82,35.29185,31.82
GENI,Genius Sports Limited,Communication Services,1794690048,10.333,4.91,6.84925,8.65
SMHI,SEACOR Marine Holdings Inc.,Industrials,186605776,15.36,5.8,10.8221,6.56
ROK,"Rockwell Automation, Inc.",Industrials,31749840896,307.71,242.81,272.7906,285.79
IVZ,Invesco Ltd.,Financial Services,7932615680,18.94,14.16,16.5257,17.48
SG,"Sweetgreen, Inc.",Consumer Cyclical,3711882496,45.12,9.66,31.4257,32.06
CAG,"Conagra Brands, Inc.",Consumer Defensive,13207444480,33.24,26.21,29.667,27.75
IFF,International Flavors & Fragrances Inc.,Basic Materials,21244616704,106.77,72.94,94.60365,84.55
ALUR,Allurion Technologies Inc.,Healthcare,1131137,98.75,0.3902,26.274212,0.43
KWR,Quaker Chemical Corporation,Basic Materials,2419140864,207.83,135.44,171.6015,140.76
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,4658770944,169.83,69.35,131.01715,151.82
XOM,Exxon Mobil Corporation,Energy,471637098496,126.34,95.77,116.1689,107.57
B,Barnes Group Inc.,Industrials,2409239040,47.4,29.68,41.07485,47.26
EW,Edwards Lifesciences Corporation,Healthcare,42813579264,96.12,58.93,77.66985,74.03
USPH,"U.S. Physical Therapy, Inc.",Healthcare,1326548608,113.63,76.18,93.6202,88.71
WT,"WisdomTree, Inc.",Financial Services,1477111424,12.45,6.67,10.08965,10.5
HLX,"Helix Energy Solutions Group, Inc.",Energy,1472366720,13.05,8.81,10.72895,9.32
WFC,Wells Fargo & Company,Financial Services,233696903168,78.13,46.12,61.18385,70.24
OSK,Oshkosh Corporation,Industrials,6088132096,127.98,92.61,108.5838,95.07
TNC,Tennant Company,Industrials,1530395264,124.11,79.25,98.5754,81.53
GFF,Griffon Corporation,Industrials,3441742080,86.73,55.01,69.0078,71.27
FPH,"Five Point Holdings, LLC",Real Estate,558796160,4.39,2.6,3.38795,3.78
VVV,Valvoline Inc.,Consumer Cyclical,4597806080,48.265,33.861,41.57985,36.18
IRS,IRSA Inversiones y Representaciones Sociedad Anónima,Real Estate,1250963328,17.67,7.32,11.46875,14.93
ENR,"Energizer Holdings, Inc.",Industrials,2495554048,39.515,26.918,31.102,34.89
INSP,"Inspire Medical Systems, Inc.",Healthcare,5669437952,257.4,123.0,186.44505,185.38
MKC,"McCormick & Company, Incorporated",Consumer Defensive,20362473472,85.49,63.88,76.27735,76.24
PSTG,"Pure Storage, Inc.",Technology,20386549760,70.41,35.348,56.53475,61.43
JBL,Jabil Inc.,Technology,15953111040,156.94,95.85,120.8655,143.9
DBD,"Diebold Nixdorf, Incorporated",Technology,1597009792,51.81,27.66,41.2572,43.04
SSD,"Simpson Manufacturing Co., Inc.",Basic Materials,6932199936,218.38,157.42,180.117,165.55
MTUS,Metallus Inc.,Basic Materials,581746944,24.31,13.635,18.4133,14.13
HPQ,HP Inc.,Technology,30450302976,39.8,27.43,34.1376,32.63
GEL,"Genesis Energy, L.P.",Energy,1291995264,15.17,9.86,12.61765,10.11
EIG,"Employers Holdings, Inc.",Financial Services,1246927232,54.44,38.38,46.50785,51.23
TFII,TFI International Inc.,Industrials,11180791808,162.13,126.0,144.26695,135.09
CMC,Commercial Metals Company,Basic Materials,5604279808,64.53,47.42,55.2744,49.6
AX,"Axos Financial, Inc.",Financial Services,3929099008,88.46,44.1,63.9788,69.85
SGHC,Super Group (SGHC) Limited,Consumer Cyclical,3143972352,7.12,2.63,4.04205,6.23
NOA,North American Construction Group Ltd.,Energy,582956096,25.92,16.46,19.8934,21.61
SITE,"SiteOne Landscape Supply, Inc.",Industrials,5822400512,188.01,114.6,145.53435,131.77
COP,ConocoPhillips,Energy,129459494912,135.18,94.23,112.86315,99.17
MTAL,MAC Copper Limited,Basic Materials,869725120,15.26,9.885,12.73145,10.62
KODK,Eastman Kodak Company,Industrials,540288000,7.74,3.33,5.3027,6.57
EE,"Excelerate Energy, Inc.",Energy,3341569024,32.25,13.38,21.0722,30.25
SVV,"Savers Value Village, Inc.",Consumer Cyclical,1640666240,21.33,7.78,11.91515,10.25
GTN.A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
USAC,"USA Compression Partners, LP",Energy,2796849664,28.47,21.06,23.5704,23.56
ZEPP,Zepp Health Corporation,Technology,41973748,8.4,2.06,3.110245,2.6
SPH,"Suburban Propane Partners, L.P.",Utilities,1139540096,21.55,15.2,18.7661,17.2
BP,BP p.l.c.,Energy,78966718464,40.4,27.82,33.90515,29.56
NBHC,National Bank Holdings Corporation,Financial Services,1598847872,51.76,32.13,40.58205,43.06
SKY,"Champion Homes, Inc.",Consumer Cyclical,4935536128,116.49,64.82,85.1284,88.1
SF,Stifel Financial Corp.,Financial Services,10862724096,119.12,68.09,90.26835,106.08
PRO,"PROS Holdings, Inc.",Technology,1016605952,38.71,16.64,25.159,21.96
FIX,"Comfort Systems USA, Inc.",Industrials,15251429376,510.79,194.3,360.8851,424.06
REXR,"Rexford Industrial Realty, Inc.",Real Estate,8858422272,56.87,37.67,46.04535,38.66
NBR,Nabors Industries Ltd.,Energy,578597888,105.96,50.15,74.69855,57.17
GRND,Grindr Inc.,Technology,3170185472,18.425,7.93,12.09475,17.84
BYD,Boyd Gaming Corporation,Consumer Cyclical,6348989440,76.73,49.34,62.2648,72.54
OUT,OUTFRONT Media Inc.,Real Estate,2909734656,19.5,12.27,16.49795,17.74
BWA,BorgWarner Inc.,Consumer Cyclical,6849683968,38.23,29.51,33.84575,31.79
TBN,Tamboran Resources Corporation,Energy,291455904,25.99,15.75,20.116243,20.99
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate,422275712,26.46,17.59,22.13185,21.98
CMRE,Costamare Inc.,Industrials,1617286528,17.58,10.14,13.83425,12.85
CCM,Concord Medical Services Holdings Limited,Healthcare,28004094,26.7,3.8,6.5624,5.38
ARW,"Arrow Electronics, Inc.",Technology,5857518592,137.8,108.51,125.8412,113.12
WIT,Wipro Limited,Technology,37332561920,7.3,3.52,5.91965,3.54
UBER,"Uber Technologies, Inc.",Technology,133017690112,87.0,54.84,70.7314,60.32
GBCI,"Glacier Bancorp, Inc.",Financial Services,5631344640,60.67,34.35,44.05175,50.22
GHLD,Guild Holdings Company,Financial Services,850929728,18.255,12.776,14.74735,14.11
TPR,"Tapestry, Inc.",Consumer Cyclical,15294151680,66.47,35.23,46.02985,65.33
PAM,Pampa Energía S.A.,Utilities,5492717568,95.02,38.15,57.2718,87.94
BHP,BHP Group Limited,Basic Materials,125493362688,66.56,48.68,55.90745,48.83
TAK,Takeda Pharmaceutical Company Limited,Healthcare,42019192832,15.08,12.58,13.74275,13.24
DNOW,DNOW Inc.,Industrials,1370705664,15.645,9.44,13.6849,13.01
CHE,Chemed Corporation,Healthcare,7910213632,654.62,512.12,570.63916,529.8
MCW,"Mister Car Wash, Inc. Common Stock",Consumer Cyclical,2342757376,9.45,5.84,7.06535,7.3
SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,1094401024,14.79,9.06,11.8889,10.45
RES,"RPC, Inc.",Energy,1317778432,8.19,5.54,6.54175,5.94
PIPR,Piper Sandler Companies,Financial Services,4745739776,351.8,162.5,257.174,299.95
VALE,Vale S.A.,Basic Materials,37906235392,15.4,8.69,11.00805,8.87
NNI,"Nelnet, Inc.",Financial Services,3835289344,127.32,82.22,106.0303,106.81
KR,The Kroger Co.,Consumer Defensive,44820156416,63.59,44.48,55.47605,61.15
PCOR,"Procore Technologies, Inc.",Technology,11175072768,86.67,49.46,67.8267,74.93
DXC,DXC Technology Company,Technology,3575224064,24.83,14.79,19.96905,19.98
HOUS,Anywhere Real Estate Inc.,Real Estate,360488896,7.89,3.01,4.56765,3.3
RERE,ATRenew Inc.,Consumer Cyclical,631850688,3.7,1.01,2.4427,2.88
GTY,Getty Realty Corp.,Real Estate,1627414656,33.85,25.7,29.73115,30.13
ADM,Archer-Daniels-Midland Company,Consumer Defensive,24031979520,72.0,48.92,58.8626,50.52
CLBR,N/A,N/A,250750000,12.28,9.16,10.446145,11.75
